CallSign,StationLat,StationLon,Service,RFChannel,LicenseExpirationDate,StatusDate,Status,CommunityCity,CommunityState,FacilityType,Frequency,ActiveInd,PartyName,PartyAddress1,PartyAddress2,PartyCity,PartyZip1,PartyState,PartyPhone
WWFN-FM,33.976833,-79.808667,FM Station,261,12/01/2027,,LICENSED,LAKE CITY,SC,CDT,100.1,Y,CUMULUS LICENSING LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
WWQZ,42.083417,-72.415917,FM Station,208,04/01/2022,07/01/2021,LICENSED AND SILENT,BAPTIST VILLAGE,MA,EDT,89.5,N,THE POWER FOUNDATION,106 Assembly Drive,,Piedmont,29673,SC,8646762171
WQLR,,,FM Station,234,06/01/2030,06/20/2001,LICENSED,CHATEAUGAY,NY,CDT,94.7,Y,Educational Media Foundation,5700 West Oaks Blvd.,,Rocklin,95765,CA,9162511600
WMXI,31.556278,-89.152556,FM Station,251,06/01/2028,,LICENSED,Ellisville,MS,CDT,98.1,Y,EAGLE BROADCASTING LLC,7501 U.S. Highway 49 North,,Hattiesburg,39403,MS,2283692618
WVBN,,,FM Station,280,06/01/2030,,LICENSED,BRONXVILLE,NY,EDT,103.9,Y,"VCY America, Inc.",3434 West Kilbourn Ave.,,Milwaukee,53208,WI,4149353000
WJRS,37.025333,-85.073,FM Station,285,08/01/2028,,LICENSED,JAMESTOWN,KY,CDT,104.9,Y,"LAKE CUMBERLAND BROADCASTERS, LLC",P.O. BOX 985,,JAMESTOWN,42629,KY,2703435588
KRHS,38.710306,-90.357333,FM Station,211,02/01/2029,,LICENSED,OVERLAND,MO,ED,90.1,Y,RITENOUR SCHOOL DISTRICT,2420 WOODSON ROAD,,OVERLAND,63114,MO,(314)493-6105
KQNV,39.912694,-118.922667,FM Station,210,10/01/2029,05/03/2022,LICENSED AND SILENT,FALLON,NV,EDT,89.9,Y,"LUCKY BOY EDUCATIONAL MEDIA, INC.",466 G STREET,,HAWTHORNE,89415,NV,5707501330
WKRX,36.367917,-78.999167,FM Station,244,12/01/2027,,LICENSED,ROXBORO,NC,H,96.7,Y,ROXBORO BROADCASTING COMPANY,P. O. BOX 1176,,ROXBORO,27573,NC,
KZTM,46.975083,-123.139028,FM Station,275,02/01/2030,,LICENSED,MCKENNA,WA,H,102.9,Y,"BUSTOS MEDIA HOLDINGS, LLC",5110 S.E. STARK STREET,,PORTLAND,97215,OR,(503)234-5550
WBVN,37.773639,-88.738944,FM Station,283,12/01/2028,,LICENSED,CARRIER MILLS,IL,H,104.5,Y,KENNETH W. AND JANE A. ANDERSON,P O BOX 41,,MARION,62959,IL,
KTCV,46.218472,-119.201417,FM Station,201,02/01/2030,,LICENSED,KENNEWICK,WA,ED,88.1,Y,KENNEWICK SCHOOL DISTRICT NO. 17,5929 W METALINE,,KENNEWICK,99336,WA,
KMJK,39.094444,-94.096611,FM Station,297,02/01/2029,09/25/2001,LICENSED,North Kansas City,MO,CDT,107.3,Y,"CMP HOUSTON-KC, LLC",780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
WDEQ-FM,40.315028,-83.922972,FM Station,219,10/01/2028,07/15/2002,LICENSED,DE GRAFF,OH,ED,91.7,Y,RIVERSIDE LOCAL BOARD OF EDUCATION,200 WEST MOORE STREET,,DEGRAFF,43318,OH,
KXXR,45.058278,-93.124361,FM Station,229,04/01/2029,01/28/2000,LICENSED,MINNEAPOLIS,MN,CDT,93.7,Y,RADIO LICENSE HOLDINGS LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
KJCG,46.801583,-113.973694,FM Station,202,04/01/2029,06/08/2010,LICENSED,MISSOULA,MT,EDT,88.3,Y,"HI-LINE RADIO FELLOWSHIP, INC.",PO BOX 2426,,HAVRE,59501,MT,4064422655
KHKZ,26.143417,-97.832333,FM Station,292,08/01/2029,,LICENSED,SAN BENITO,TX,CDT,106.3,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,,TULSA,74136,OK,9186644581
KCVS,38.666111,-97.691972,FM Station,219,06/01/2029,03/21/2001,LICENSED,SALINA,KS,EDT,91.7,Y,"VCY AMERICA, INC.",3434 W KILBOURN AVE,,MILWAUKEE,53208,WI,4149353000
KLKI,35.248333,-114.743583,FM Station,210,10/01/2029,04/28/2014,LICENSED,BULLHEAD CITY,AZ,EDT,89.9,Y,Educational Media Foundation,5700 West Oaks Blvd.,,Rocklin,95765,CA,9162511600
KZRD,37.93225,-100.317639,FM Station,230,06/01/2021,12/05/2019,LICENSED,DODGE CITY,KS,CDT,93.9,Y,"ROCKING M MEDIA, LLC",131 NORTH SANTA FE AVENUE,SUITE 3,SALINA,67401,KS,9703090643
KZMQ-FM,44.810778,-107.922861,FM Station,262,10/01/2029,,LICENSED,GREYBULL,WY,CDT,100.3,Y,"Legend Communications of Wyoming, LLC",Susan K. Patrick,199 Carter View Drive,Cody,82414,WY,4107991740
WUIS,39.783694,-89.446167,FM Station,220,12/01/2028,,LICENSED,SPRINGFIELD,IL,ED,91.9,Y,BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,1 UNIVERSITY PLAZA,,SPRINGFIELD,62703,IL,(217)206-6406
KHAQ,41.213611,-100.730694,FM Station,253,06/01/2029,11/24/2000,LICENSED,MAXWELL,NE,CDT,98.5,Y,"ARMADA MEDIA - MCCOOK, INC.",258 So Main Street,,FOND DU LAC,54935,WI,9209069900
WJIR,,,FM Station,215,02/01/2020,,LICENSED,KEY WEST,FL,ED,90.9,N,KEY WEST EDUCATIONAL BROADCAST FOUNDATION INC.,1209 UNITED ST,,KEY WEST,33040,FL,
KVGB-FM,38.431667,-98.772028,FM Station,282,06/01/2029,,LICENSED,GREAT BEND,KS,CDT,104.3,Y,"Eagle Communications, Inc.",2300 Hall Street,,Hays,67601,KS,7856254000
KNAG,35.945528,-112.171833,FM Station,212,10/01/2029,03/20/2002,LICENSED,GRAND CANYON,AZ,ED,90.3,Y,ARIZONA BOARD OF REGENTS/NORTHERN ARIZONA UNIVERSITY,P.O. BOX 5764,,FLAGSTAFF,86011,AZ,
KSEC,36.298417,-94.172694,FM Station,239,06/01/2028,05/06/2002,LICENSED,BENTONVILLE,AR,CDT,95.7,Y,LA ZETA 95.7 INC.,6515 NORMAN AVENUE,,SPRINGDALE,72762,AR,4793619155
WLRJ,33.469556,-90.84175,FM Station,284,06/01/2028,05/02/2005,LICENSED,GREENVILLE,MS,EDT,104.7,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,CA,9162511600
WBTZ,44.770556,-73.613056,FM Station,260,06/01/2030,,LICENSED,PLATTSBURGH,NY,CDT,99.9,Y,"HALL COMMUNICATIONS, INC.",404 West Lime Street,,Lakeland,33815,FL,8636828184
WWQI,39.555056,-85.734972,FM Station,217,08/01/2028,10/31/2013,LICENSED AND SILENT,MORRISTOWN,IN,EDT,91.3,Y,THE POWER FOUNDATION,106 ASSEMBLY DRIVE,,PIEDMONT,29673,SC,8646762171
WLIW-FM,40.888139,-72.444806,FM Station,202,06/01/2022,,LICENSED,SOUTHAMPTON,NY,EDT,88.3,Y,WNET,825 EIGHTH AVENUE,,NEW YORK,10019,NY,2125606981
WYTE,44.644139,-89.853444,FM Station,293,12/01/2028,,LICENSED,MARSHFIELD,WI,CDT,106.5,Y,"NRG LICENSE SUB, LLC",2875 MT VERNON RD SE,,CEDAR RAPIDS,52403,IA,3192001900
KDNZ,31.418722,-103.516556,FM Station,247,08/01/2029,11/01/2018,LICENSED,PECOS,TX,CDT,97.3,Y,"ROUTE 66 MEDIA, LLC",PO BOX 83,,SHAMROCK,79079,TX,8062562277
KMXZ-FM,32.24925,-111.116472,FM Station,235,10/01/2029,,LICENSED,TUCSON,AZ,CDT,94.9,Y,ARIZONA LOTUS CORP.,3301 BARHAM BOULEVARD,,LOS ANGELES,90068,CA,3235122225
KNTK,40.582611,-96.621194,FM Station,229,06/01/2029,08/03/2011,LICENSED,FIRTH,NE,CDT,93.7,Y,BDP Communications LLC,1128 Lincoln Mall,Suite 300,Lincoln,68508,NE,7032975113
WTGF,30.604361,-87.129139,FM Station,213,02/01/2028,10/21/2004,LICENSED,MILTON,FL,EDT,90.5,Y,"FAITH BIBLE COLLEGE, INC.",4670 HIGHWAY 90,,PACE,32571,FL,8505297183
KMLA,34.3025,-119.229278,FM Station,279,12/01/2029,,LICENSED,EL RIO,CA,H,103.7,Y,"GOLD COAST RADIO, LLC",355 SOUTH 'A' STREET,SUITE 103,OXNARD,93030,CA,(805)385-5656
WJZE,41.472,-83.417972,FM Station,247,10/01/2028,,LICENSED,OAK HARBOR,OH,H,97.3,Y,"GCR LICENSES, LLC",720 WATER STREET,,TOLEDO,43604,OH,(786)787-0404
WSLM-FM,38.635333,-86.176917,FM Station,250,08/01/2028,,LICENSED,SALEM,IN,H,97.9,Y,REBECCA L. WHITE,P.O. BOX 385,1308  HWY 56-E,SALEM,47167,IN,
KFON,31.051639,-95.119056,FM Station,230,08/01/2029,03/10/2021,LICENSED AND SILENT,GROVETON,TX,CDT,93.9,Y,"North Texas Radio Group, L.P.",5946 Club Oaks Drive,,Dallas,75248,TX,9729316055
KAMB,37.533556,-120.030444,FM Station,268,12/01/2029,,LICENSED,MERCED,CA,ED,101.5,Y,CENTRAL VALLEY BROADCASTING CO. INC.,90 EAST 16TH STREET,,MERCED,95340,CA,
KDJR,38.023667,-90.567361,FM Station,261,02/01/2029,02/08/2000,LICENSED,DE SOTO,MO,ED,100.1,Y,"FAMILY WORSHIP CENTER CHURCH, INC.",P.O. BOX 262550,,BATON ROUGE,70826,LA,(225)768-3688
KVFX,41.897139,-111.961611,FM Station,233,10/01/2029,,LICENSED,LOGAN,UT,H,94.5,Y,"SUN VALLEY RADIO,INC.",P.O. BOX 267,,LOGAN,84323,UT,
KLUK,35.035,-114.369972,FM Station,250,12/01/2029,,LICENSED,NEEDLES,CA,CDT,97.9,Y,"CAMERON BROADCASTING, INC.",2350 MIRACLE MILE ROAD,SUITE 300,BULLHEAD CITY,86442,AZ,9097932233
KCLS,36.846917,-113.491889,FM Station,268,10/01/2029,06/01/2012,LICENSED,LEEDS,UT,H,101.5,Y,"CANYON MEDIA GROUP, LLC",810 WEST 200 NORTH,,LOGAN,84321,UT,(435)752-1390
KXRB-FM,43.518583,-96.535056,FM Station,261,04/01/2029,02/01/2008,LICENSED,BRANDON,SD,CDT,100.1,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038619099
KDDS-FM,47.312583,-123.372111,FM Station,257,02/01/2030,06/26/2002,LICENSED,ELMA,WA,CDT,99.3,Y,"Bustos Media Holdings, LLC",5110 S. E. Stark Street,,Portland,97215,OR,5032335280
KRLQ,32.409889,-92.897111,FM Station,231,06/01/2028,12/11/2007,LICENSED,HODGE,LA,CDT,94.1,Y,"NORTH LOUISIANA BROADCASTING, INC.",616 WOODYARD ROAD,,DOWNSVILLE,71234,LA,3182431489
KCRY,35.122194,-118.207861,FM Station,201,12/01/2029,10/30/2001,LICENSED,MOJAVE,CA,EDT,88.1,Y,SANTA MONICA COMMUNITY COLLEGE DISTRICT,1900 PICO BLVD,,SANTA MONICA,90405,CA,3104344000
WKPQ,42.292306,-77.673889,FM Station,287,06/01/2030,,LICENSED,HORNELL,NY,CDT,105.3,Y,"Southern Belle, LLC",115 WEST MAIN STREET,,Frankfort,40601,KY,5028751130
KZZS,44.5755,-106.873306,FM Station,252,10/01/2029,03/11/2003,LICENSED,STORY,WY,CDT,98.3,Y,"Legend Communications of Wyoming, LLC",Susan K. Patrick,199 Carter View Drive,Cody,82414,WY,4107991740
KYYK,31.926278,-95.648306,FM Station,252,08/01/2029,,LICENSED,PALESTINE,TX,CDT,98.3,Y,"Zula Com, LLC",242 E. 3rd St,,Hereford,79045,TX,8063649368
KMUE,40.727361,-123.972556,FM Station,201,12/01/2029,,LICENSED,EUREKA,CA,ED,88.1,Y,REDWOOD COMMUNITY RADIO,P.O. BOX 135,,REDWAY,95560,CA,
KWBY-FM,32.346806,-98.714222,FM Station,253,08/01/2029,03/18/2013,LICENSED,RANGER,TX,CDT,98.5,Y,"FOR THE LOVE OF THE GAME BROADCASTING, LLC",2010  W. COMMERCE ST.,,EASTLAND,76448,TX,2546312726
WDJX,38.364778,-85.838278,FM Station,259,08/01/2028,,LICENSED,LOUISVILLE,KY,H,99.7,Y,Alpha Media Licensee LLC,1211 SW 5TH AVENUE,SUITE 750,PORTLAND,97204,OR,(503)517-6200
KJVV,34.154167,-116.198056,FM Station,270,12/01/2029,03/17/2022,LICENSED AND SILENT,TWENTYNINE PALMS,CA,H,101.9,Y,VIRTUES COMMUNICATIONS NETWORK LLC,PO BOX 170265,,BROOKLYN,11217,NY,(631)935-3995
KVCK-FM,48.185861,-105.669444,FM Station,224,04/01/2029,,LICENSED,WOLF POINT,MT,CDT,92.7,Y,"WOLFTRAX BROADCASTING, LLC",324 MAIN STREET,,WOLF POINT,59201,MT,4066531900
KCSE,38.036111,-102.599917,FM Station,214,04/01/2029,04/08/2011,LICENSED,LAMAR,CO,EDT,90.7,Y,"KANZA SOCIETY, INC.",210 N 7TH STREET,,GARDEN CITY,67846,KS,6202757444
WDMK,42.471139,-83.20075,FM Station,290,10/01/2028,,LICENSED,DETROIT,MI,CDT,105.9,Y,"BEASLEY MEDIA GROUP LICENSES, LLC",3033 RIVIERA DRIVE,SUITE 200,NAPLES,34103,FL,2392635000
WKLT,44.791389,-85.238944,FM Station,248,10/01/2028,,LICENSED,KALKASKA,MI,CDT,97.5,Y,"WBCM RADIO, INC.",314 EAST FRONT STREET,,TRAVERSE CITY,49684,MI,2319477675
KDNR,41.100556,-105.025278,FM Station,204,10/01/2029,04/10/2014,LICENSED,SOUTH GREELEY,WY,EDT,88.7,Y,"WESTERN INSPIRATIONAL BROADCASTERS, INC.",6363 HIGHWAY 50 EAST,,CARSON CITY,89701,NV,7758835647
WBEW,41.635028,-87.04975,FM Station,208,08/01/2028,07/01/2002,LICENSED,CHESTERTON,IN,EDT,89.5,Y,CHICAGO PUBLIC MEDIA INC,848 EAST GRAND AVENUE,NAVY PIER,CHICAGO,60611,IL,3129484612
KUPH,36.991444,-91.794861,FM Station,245,02/01/2029,,LICENSED,MOUNTAIN VIEW,MO,CDT,96.9,Y,"CENTRAL OZARK RADIO NETWORK, INC.",983 US Highway 160,,WEST PLAINS,65775,MO,4172561025
WBPT,33.484556,-86.806944,FM Station,295,04/01/2028,,LICENSED,HOMEWOOD,AL,H,106.9,Y,"SM-WBPT, LLC",2700 CORPORATE DRIVE,SUITE 115,BIRMINGHAM,35242,AL,(205)322-2987
KMXY,39.065528,-108.748444,FM Station,282,04/01/2029,,LICENSED,GRAND JUNCTION,CO,H,104.3,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,(203)861-0900
WTIP,47.769056,-90.347056,FM Station,214,04/01/2029,,LICENSED,GRAND MARAIS,MN,ED,90.7,Y,COOK COUNTY COMMUNITY RADIO CORP.,P.O. BOX 1005,,GRAND MARAIS,55604,MN,
WNAX-FM,42.639972,-97.056139,FM Station,281,04/01/2029,,LICENSED,YANKTON,SD,CDT,104.1,Y,"SAGA COMMUNICATIONS OF SOUTH DAKOTA, LLC",73 Kercheval Avenue,Suite 201,Grosse Pointe Farms,48236,MI,3138867070
KYJJ,,,FM Station,231,02/01/2030,,LICENSED,BOARDMAN,OR,CDT,94.1,Y,Noemy Rodriguez,"110605 E. PR 196, S.E.",,Kennewick,99338,WA,5093780957
KOSG,36.748944,-96.297778,FM Station,280,06/01/2029,02/01/2002,LICENSED,PAWHUSKA,OK,CDT,103.9,Y,"SOUTH CENTRAL OKLAHOMA CHRISTIAN BROADCASTING, INC.",P.O. BOX 1343,,ADA,74820,OK,5803320902
KJMM,35.861472,-95.76775,FM Station,287,06/01/2029,,LICENSED,BIXBY,OK,CDT,105.3,Y,"KJMM, INC.",1528 NE 23RD STREET,,OKLAHOMA CITY,73111,OK,4054254100
KDAI,41.839139,-103.831889,FM Station,206,06/01/2029,06/26/2008,LICENSED,SCOTTSBLUFF,NE,EDT,89.1,Y,EDUCATIONAL MEDIA FOUNDATION,5700 West Oaks Boulevard,,Rocklin,95765,CA,9162511600
KURE,42.029694,-93.647694,FM Station,203,02/01/2029,10/03/2000,LICENSED,AMES,IA,ED,88.5,Y,"RESIDENCE ASSOCIATIONS BROADCASTING SERVICES, INC.",1199 FRILEY HALL,,AMES,50012,IA,(515)294-4332
WCDA,38.047556,-84.499083,FM Station,292,08/01/2028,,LICENSED,VERSAILLES,KY,CDT,106.3,Y,"L.M. COMMUNICATIONS, INC",401 WEST MAIN STREET,SUITE 301,LEXINGTON,40507,KY,
KCMO-FM,39.090556,-94.471889,FM Station,235,06/01/2029,02/11/2000,LICENSED,SHAWNEE,KS,CDT,94.9,Y,"CMP HOUSTON-KC, LLC",780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
WKIO,39.878639,-88.197556,FM Station,300,12/01/2028,07/30/2010,LICENSED,ARCOLA,IL,CDT,107.9,Y,"Champaign Multimedia Group, LLC",2101 Fox Drive,,Champaign,61820,IL,2173938281
WKKZ,32.522667,-82.899861,FM Station,224,04/01/2028,,LICENSED,DUBLIN,GA,H,92.7,Y,KIRBY BROADCASTING COMPANY,POST OFFICE BOX 967,,DUBLIN,31040,GA,
KOME-FM,32.275528,-98.023056,FM Station,238,08/01/2029,03/05/2015,LICENSED,TOLAR,TX,CDT,95.5,Y,"LKCM Radio Licenses, LP",115 W. Third St.,,Fort Worth,76102,TX,8173320959
WNOE-FM,29.982694,-89.952556,FM Station,266,06/01/2028,,LICENSED,NEW ORLEANS,LA,H,101.1,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,,TULSA,74136,OK,(918)664-4581
WAYC,40.013139,-78.553778,FM Station,265,08/01/2030,,LICENSED,BEDFORD,PA,CDT,100.9,Y,"CESSNA COMMUNICATIONS, INC.",P. O. BOX ONE,,BEDFORD,15522,PA,8146231000
WASW,31.270472,-82.655139,FM Station,220,04/01/2028,10/02/2001,LICENSED,WAYCROSS,GA,ED,91.9,Y,AMERICAN FAMILY ASSOCIATION,PO BOX 2440,,TUPELO,38801,MS,(662)844-8888
WQGA,31.156333,-81.971778,FM Station,277,04/01/2028,,LICENSED,WAYCROSS,GA,CDT,103.3,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
WWUF,31.184944,-82.2565,FM Station,249,04/01/2028,,LICENSED,WAYCROSS,GA,CDT,97.7,Y,"HIGGS MULTIMEDIA GROUP, LLC",509 B SOUTH COLUMBIA AVE,,DOUGLAS,31533,GA,9122380995
WXVS,31.221611,-82.573194,FM Station,211,04/01/2028,03/04/2008,LICENSED,WAYCROSS,GA,ED,90.1,Y,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,260 14TH ST NW,,ATLANTA,30318,GA,(404)685-2410
WYNR,31.156333,-81.971778,FM Station,273,04/01/2028,,LICENSED,WAYCROSS,GA,CDT,102.5,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
KJTA,35.240278,-111.597667,FM Station,210,10/01/2029,10/03/2007,LICENSED,FLAGSTAFF,AZ,EDT,89.9,Y,"FAMILY LIFE BROADCASTING, INC.",7355 NORTH ORACLE ROAD,,TUCSON,85704,AZ,5202197708
KDAT,42.080806,-91.696,FM Station,283,02/01/2029,,LICENSED,CEDAR RAPIDS,IA,CDT,104.5,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038610900
KARL,44.325528,-95.87225,FM Station,286,04/01/2029,09/26/2000,LICENSED,TRACY,MN,CDT,105.1,Y,"SUBARCTIC MEDIA, LLC",C/O J DAVID LINDER,5825 SW 91 ST,MIAMI,33156,FL,0
KNMA,32.829806,-105.886639,FM Station,201,10/01/2029,06/10/2008,LICENSED,TULAROSA,NM,EDT,88.1,Y,CSN INTERNATIONAL,4002 N. 3300 E.,,TWIN FALLS,83303,ID,2087333133
KQBS,37.958667,-90.763194,FM Station,249,02/01/2029,,LICENSED,POTOSI,MO,CDT,97.7,Y,"GATEWAY CREATIVE BROADCASTING, INC.","13358 MANCHESTER ROAD, SUITE 100",,DES PERES,63131,MO,3149098569
WFCV-FM,40.8695,-85.172194,FM Station,261,08/01/2028,,LICENSED,BLUFFTON,IN,CDT,100.1,Y,"BOTT COMMUNICATIONS, INC.",10550 BARKLEY,SUITE 100,OVERLAND PARK,66212,KS,9136427770
WZRR,33.462611,-86.849722,FM Station,258,04/01/2028,,LICENSED,BIRMINGHAM,AL,CDT,99.5,Y,"RADIO LICENSE HOLDING CBC, LLC",780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
WMYI,35.137778,-82.608333,FM Station,273,12/01/2027,,LICENSED,HENDERSONVILLE,NC,CDT,102.5,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
KNAB-FM,39.294694,-102.260722,FM Station,281,04/01/2029,,LICENSED,BURLINGTON,CO,CDT,104.1,Y,"KNAB, INC.",P.O. BOX 516,17534 COLORADO ROAD,BURLINGTON,80807,CO,7193468600
KQHK,40.171944,-100.685167,FM Station,280,06/01/2029,04/14/2009,LICENSED,MCCOOK,NE,CDT,103.9,Y,"ARMADA MEDIA - MCCOOK, INC.",258 So Main Street,,FOND DU LAC,54935,WI,9209069900
KNMO-FM,37.879194,-94.337722,FM Station,248,02/01/2029,,LICENSED,NEVADA,MO,H,97.5,Y,"HARBIT COMMUNICATIONS, INC",P.O. BOX 447,,NEVADA,64772,MO,
WAKH,31.280722,-90.451472,FM Station,289,06/01/2028,,LICENSED,MCCOMB,MS,H,105.7,Y,"NORTH SHORE BROADCASTING CO., INC.",POST OFFICE BOX 30,,MAGNOLIA,39652,MS,(601)783-6600
WVKC,40.946139,-90.369833,FM Station,214,12/01/2028,,LICENSED,GALESBURG,IL,ED,90.7,Y,KNOX COLLEGE,2 E. SOUTH STREET,,GALESBURG,61401,IL,
KNZA,39.578028,-95.563028,FM Station,280,06/01/2029,,LICENSED,HIAWATHA,KS,H,103.9,Y,"KNZA, INC.",P.O. BOX,,HIAWATHA,66434,KS,(785)547-3461
WFLA-FM,30.492417,-84.286833,FM Station,264,02/01/2028,05/10/2002,LICENSED,MIDWAY,FL,CDT,100.7,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,,TULSA,74136,OK,9186644581
KMOO-FM,32.75125,-95.555222,FM Station,260,08/01/2029,05/19/2000,LICENSED,MINEOLA,TX,CDT,99.9,Y,"HIGHTOWER RADIO, INC.",,,MINEOLA,75773,TX,9035693823
WSDH,41.735083,-70.459167,FM Station,218,04/01/2022,06/08/2022,LICENSED,SANDWICH,MA,EDT,91.5,Y,"SANDWICH, MASSACHUSETTS PUBLIC SCHOOLS",365 Quaker Meetinghouse Road,,EAST SANDWICH,2537,MA,5083676247
WZLR,39.631167,-83.894083,FM Station,237,10/01/2028,11/06/2001,LICENSED,XENIA,OH,CDT,95.3,Y,"CMG Radio Operating Company, LLC",1601 W. Peachtree Street NE,,Atlanta,30309,GA,4048977000
KQBC,46.247889,-119.563333,FM Station,213,02/01/2030,07/21/2017,LICENSED,BENTON CITY,WA,EDT,90.5,Y,RADIO 74 INTERNATIONALE,,,Denver,80209,CO,8557117474
WEYY,33.735528,-85.275833,FM Station,204,04/01/2028,06/12/2012,LICENSED,TALLAPOOSA,GA,EDT,88.7,Y,BARNES EVANGELISTIC MINISTRIES,7550 W. CARROLL ROAD,,CARROLLTON,30116,GA,5404597646
WDAI,33.591,-79.048361,FM Station,253,12/01/2027,,LICENSED,PAWLEYS ISLAND,SC,CDT,98.5,Y,CUMULUS LICENSING LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
KGID,30.194139,-97.032,FM Station,242,08/01/2029,02/01/2017,LICENSED,GIDDINGS,TX,CDT,96.3,Y,"Township Media, LLC",4020 Menchaca Road,,Austin,78704,TX,5128294680
KRAV-FM,36.196194,-96.098333,FM Station,243,06/01/2029,,LICENSED,TULSA,OK,CDT,96.5,Y,"COX RADIO, LLC",1601 W Peachtree Street NE,,Atlanta,30309,GA,4048977000
KPRS,39.015833,-94.506889,FM Station,277,02/01/2029,,LICENSED,KANSAS CITY,MO,CDT,103.3,Y,"CARTER BROADCAST GROUP, INC.",11131 COLORADO AVE,,KANSAS CITY,64137,MO,8167632040
KPAN-FM,34.792556,-102.429639,FM Station,292,08/01/2029,,LICENSED,HEREFORD,TX,H,106.3,Y,KPAN BROADCASTERS,P. O. DRAWER 1757,,HEREFORD,79045,TX,
KMZA,39.826111,-96.029444,FM Station,221,06/01/2029,,LICENSED,SENECA,KS,H,92.1,Y,"KNZA, INC.",P.O. BOX 104,,HIAWATHA,66434,KS,
KYUS-FM,46.401111,-105.652222,FM Station,222,04/01/2029,03/09/2007,LICENSED,MILES CITY,MT,H,92.3,Y,CUSTER COUNTY COMMUNITY BROADCASTING CORPORATION,210 SOUTH DOUGLAS AVENUE,,GLENDIVE,59330,MT,(406)377-3377
WSSL-FM,34.571778,-82.112056,FM Station,263,12/01/2027,,LICENSED,GRAY COURT,SC,CDT,100.5,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
WZZT,41.837806,-89.924833,FM Station,274,12/01/2028,11/17/1999,LICENSED,MORRISON,IL,CDT,102.7,Y,VIRDEN BROADCASTING CORP.,P.O. BOX 307,,BLUE GRASS,52726,IA,5633813999
KVRV,38.540167,-122.962194,FM Station,249,12/01/2029,,LICENSED,MONTE RIO,CA,CDT,97.7,Y,"AMATURO SONOMA MEDIA GROUP, LLC",1275 SANTA ROSA AVE,,SANTA ROSA,95404,CA,9547719221
KIQN,37.781111,-104.534694,FM Station,277,04/01/2029,02/28/2020,LICENSED,COLORADO CITY,CO,CDT,103.3,Y,PUEBLO BROADCASTING GROUP LLC,11 PHEASANT HILL ROAD,,COLLINSVILLE,6019,CT,8606933336
KEYK,,,FM Station,207,02/01/2029,09/23/2012,LICENSED,OSAGE BEACH,MO,EDT,89.3,Y,"Orion Center, Inc",PO Box 558,,Camdenton,65020,MO,5732800532
KSSL,33.223139,-101.440972,FM Station,297,08/01/2029,11/10/1999,LICENSED,POST,TX,CDT,107.3,Y,Cathy Long,1190 FM 211,,WILSON,79381,TX,8067787911
WJMH,36.275972,-79.940306,FM Station,271,12/01/2027,10/11/2001,LICENSED,REIDSVILLE,NC,CDT,102.1,Y,"Audacy License, LLC",2400 MARKET STREET,4TH FLOOR,PHILADELPHIA,19103,PA,6106605610
KLOB,33.866694,-116.433889,FM Station,234,12/01/2029,11/09/2000,LICENSED,THOUSAND PALMS,CA,CDT,94.7,Y,"ENTRAVISION HOLDINGS, LLC",2425 OLYMPIC BLVD STE 6000 W,,SANTA MONICA,90404,CA,3104473870
WTQR,36.376917,-80.368833,FM Station,281,12/01/2027,,LICENSED,WINSTON-SALEM,NC,CDT,104.1,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,,TULSA,74136,OK,9186644581
WFLK,42.993944,-76.866083,FM Station,257,06/01/2022,,LICENSED,SENECA FALLS,NY,H,99.3,Y,"AUBURN BROADCASTING, INC.",3568 LENOX ROAD,,GENEVA,14456,NY,(315)781-7000
KVBH,29.274972,-98.264722,FM Station,298,08/01/2029,,LICENSED,SAN ANTONIO,TX,CDT,107.5,Y,TICHENOR LICENSE CORPORATION,"101 Constitution Avenue, NW, Suite 800W",,Washington,20001,DC,3103483600
